amt,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos,city_has_info,gender_M,device_os_Linux,device_os_Windows,device_os_X11,device_os_macOS,device_os_other,category_Apparel,category_Electronics,category_Entertainment,category_Groceries,category_Travel,age_category_Adult,age_category_Middle Age,age_category_Senior,age_category_Young Adult,job_Artist,job_Clerk,job_Doctor,job_Engineer,job_Lawyer,job_Nurse,job_Teacher,city_Chicago,city_Houston,city_Los Angeles,city_New York,city_Phoenix,city_Test City
0.611684537528811,0.0,1.0,0.0273560024704584,0.722520933956314,5.55111512312578e-17,0.5,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.281912015231987,0.0,1.0,0.17429200677201,0.0,0.356895867892209,0.5,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.732838961819822,0.0,1.0,0.233138345504371,0.0,0.356895867892209,0.5,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.742238701272673,0.0,1.0,0.0961778794152574,0.722520933956314,5.55111512312578e-17,0.0,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.40903898186191,0.0,1.0,0.0001266253271224,1.0,0.35689586789221,0.5,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.683455256037679,0.0,1.0,0.0280725062355808,0.5,1.0,0.0,0.5,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.813327988776431,0.0,1.0,0.0115942685094277,0.0990311320975808,0.801937735804838,0.0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0556969636236096,0.0,1.0,0.101177893747019,0.277479066043686,0.0,0.5,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.694959414771019,0.333333333333333,1.0,0.0005066277652079,0.0,0.356895867892209,0.5,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.348251327788356,0.0,1.0,0.248169117482169,0.5,1.0,0.5,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.771359855696964,0.0,1.0,0.0029686979156392,0.0990311320975808,0.801937735804838,1.0,0.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.882613488325483,0.0,1.0,0.0055159155896348,0.722520933956314,5.55111512312578e-17,0.0,0.5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.813348030864816,0.444444444444444,1.0,0.0127993588812998,0.277479066043686,0.0,0.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.325523599559074,0.111111111111111,1.0,0.0073207480235236,1.0,0.35689586789221,0.5,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0613688746367372,0.0,1.0,0.0102453125445233,0.5,1.0,0.5,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.995851287704179,0.0,1.0,0.0082188436359307,0.900968867902419,0.801937735804838,1.0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.757350435915422,0.111111111111111,1.0,0.0015701287649747,0.0,0.356895867892209,0.5,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.383946287203127,0.0,1.0,0.228689429550372,0.5,1.0,1.0,0.5,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.135504559575108,0.0,1.0,0.0047490398984434,0.0990311320975808,0.801937735804838,0.5,1.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.064355145806193,0.333333333333333,1.0,0.0107462919096533,1.0,0.35689586789221,0.5,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.924701873935264,0.0,1.0,0.0744790025363846,0.0,0.356895867892209,0.5,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.378915723018339,0.111111111111111,1.0,0.0005723852586537,1.0,0.35689586789221,0.5,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.543461268664195,0.111111111111111,1.0,0.0027912369878144,0.0990311320975808,0.801937735804838,0.0,0.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.573804990480008,0.444444444444444,1.0,0.0002797222605807,0.5,1.0,0.0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.460867822427097,0.0,1.0,0.0732279662235792,0.900968867902419,0.801937735804838,0.5,1.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.762100410862812,0.222222222222222,1.0,0.0078272493320134,0.277479066043686,0.0,0.5,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.406974646758192,0.222222222222222,1.0,0.0015527620423468,0.0990311320975808,0.801937735804838,0.0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.996352339913819,0.111111111111111,1.0,0.0149375733765107,0.722520933956314,5.55111512312578e-17,0.5,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.834071550255537,0.0,1.0,0.0108435792781614,0.0990311320975808,0.801937735804838,0.5,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.308848582022247,0.0,1.0,0.0040444230648286,0.900968867902419,0.801937735804838,0.0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.374967431606373,0.111111111111111,1.0,0.0036661067163186,0.277479066043686,0.0,0.5,0.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.487122958212246,0.111111111111111,1.0,0.0034498235760172,1.0,0.35689586789221,0.0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.750896883455256,0.0,1.0,0.0050043981646577,1.0,0.35689586789221,1.0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.911173464274977,0.0,1.0,0.521323005360247,0.0990311320975808,0.801937735804838,0.0,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.0279787553863113,0.0,1.0,0.0101597013463257,0.0990311320975808,0.801937735804838,1.0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.172041286702074,0.111111111111111,1.0,0.0028089830805969,0.722520933956314,5.55111512312578e-17,1.0,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.717627016735144,0.0,1.0,0.107977302873788,0.5,1.0,0.0,0.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.112656578815513,0.0,1.0,0.0074679014912282,0.277479066043686,0.0,0.5,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
